"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-11-30","14.32",,"0.00","0.0","0.0","37","42","32","  260","  280","23.9","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-01","13.42",,"0.00","0.0","0.0","34","40","29","  270","  270","25.9","34.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-02","11.18"," 1927","0.00","0.0","0.0","36","43","30","  320","  320","18.1","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-03","11.63"," 2031","0.00","0.0","0.0","38","44","32","  330","  310","23.9","35.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-04","13.87"," 2054","0.02","0.0","0.0","36","44","29","  240","  230","32.0","47.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-05","20.58"," 1313","0.21","0.0","0.0","40","44","32","  280","  290","38.0","49.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-06","17.90"," 0407","0.00","0.0","0.0","34","38","31","  310","  300","35.1","44.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-07","13.65"," 2357","0.00","0.0","0.0","36","44","33","  230","  220","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-08","13.42"," 1253","0.00","0.0","0.0","45","58","38","  240","  270","23.9","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-09","6.26"," 1239","0.16","0.0","0.0","45","53","35","  110","  100","14.1","17.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-10","8.72"," 2134","0.13","0.0","0.0","49","56","45","  120","  140","17.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-11","20.13"," 1433","0.88","0.0","0.0","56","61","43","  190","  180","32.0","46.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-12","21.25"," 1104","0.00","0.0","0.0","42","44","31","  270","  270","35.1","47.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-13","11.41"," 0934","0.00","0.0","0.0","32","37","27","  320","  310","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-14","6.04"," 0836","0.00","0.0","0.0","30","37","25","   30","   10","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-15","7.61"," 1442","0.01","0.0","0.0","33","43","26","  100","  110","13.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-16","11.18"," 1216","0.99","0.0","0.0","45","53","39","   90","  100","21.0","28.0",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-17","11.86"," 0045","0.08","0.0","0.0","53","58","44","  210","  200","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-18","4.92"," 1938","0.18","0.0","0.0","48","54","37","  320","  320","18.1","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-19","13.42"," 0546","0.04","0.0","0.0","45","49","38","  310","  320","25.9","35.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-20","13.42"," 1842","0.05","0.0","0.0","38","40","35","   30","   10","21.0","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-21","19.91"," 1914","0.12","2.5","2.0","33","36","21","  310","  320","32.0","42.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-22","15.88"," 0945","0.00","0.0","0.0","21","23","15","  340","  340","25.1","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-23","7.61"," 0021","0.00","0.0","0.0","20","34","12","   10","  360","17.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-24","10.07"," 0009","0.04","0.5","0.0","34","41","31","  230","  230","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-25","7.61"," 1415","0.00","0.0","0.0","35","39","29","  330","  330","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-26","6.26"," 0018","0.00","0.0","0.0","31","41","25","   10","  360","10.1","15.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-27","3.58"," 1321","0.00","0.0","0.0","33","42","26","  220","  210","8.1","11.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-28","3.36"," 1428","0.65","0.0","0.0","44","51","41","  240","  240","8.9","12.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-29","10.96"," 2352","0.22","0.0","0.0","51","57","49","  160","  160","25.9","40.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-30","16.11"," 0143","0.28","0.0","0.0","55","60","45","  150","  150","28.0","38.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-12-31","10.51"," 2232","0.38","0.0","0.0","47","54","38","  120","  120","25.9","40.0",,,,,,
